hcpc_code_id,short_description,long_description
G9113,Onc dx ovarian stg1A-B no pr,"ONCOLOGY; DISEASE STATUS; OVARIAN CANCER, LIMITED TO EPITHELIAL CANCER; PATHOLOGIC STAGE IA-B (GRADE 1) WITHOUT EVIDENCE OF DISEASE PROGRESSION, RECURRENCE, OR METASTASES (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9114,Onc dx ovarian stg1A-B or 2,"ONCOLOGY; DISEASE STATUS; OVARIAN CANCER, LIMITED TO EPITHELIAL CANCER; PATHOLOGIC STAGE IA-B (GRADE 2-3); OR STAGE IC (ALL GRADES); OR STAGE II; WITHOUT EVIDENCE OF DISEASE PROGRESSION, RECURRENCE, OR METASTASES (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9115,Onc dx ovarian stg3/4 noprog,"ONCOLOGY; DISEASE STATUS; OVARIAN CANCER, LIMITED TO EPITHELIAL CANCER; PATHOLOGIC STAGE III-IV; WITHOUT EVIDENCE OF PROGRESSION, RECURRENCE, OR METASTASES (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9116,Onc dx ovarian recurrence,"ONCOLOGY; DISEASE STATUS; OVARIAN CANCER, LIMITED TO EPITHELIAL CANCER; EVIDENCE OF DISEASE PROGRESSION, OR RECURRENCE, AND/OR PLATINUM RESISTANCE (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9117,Onc dx ovarian unknown NOS,"ONCOLOGY; DISEASE STATUS; OVARIAN CANCER, LIMITED TO EPITHELIAL CANCER; EXTENT OF DISEASE UNKNOWN, STAGING IN PROGRESS, OR NOT LISTED (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9123,Onc dx CML chronic phase,"ONCOLOGY; DISEASE STATUS; CHRONIC MYELOGENOUS LEUKEMIA, LIMITED TO PHILADELPHIA CHROMOSOME POSITIVE AND/OR BCR-ABL POSITIVE; CHRONIC PHASE NOT IN HEMATOLOGIC, CYTOGENETIC, OR MOLECULAR REMISSION (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9124,Onc dx CML acceler phase,"ONCOLOGY; DISEASE STATUS; CHRONIC MYELOGENOUS LEUKEMIA, LIMITED TO PHILADELPHIA CHROMOSOME POSITIVE AND/OR BCR-ABL POSITIVE; ACCELERATED PHASE NOT IN HEMATOLOGIC CYTOGENETIC, OR MOLECULAR REMISSION (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9125,Onc dx CML blast phase,"ONCOLOGY; DISEASE STATUS; CHRONIC MYELOGENOUS LEUKEMIA, LIMITED TO PHILADELPHIA CHROMOSOME POSITIVE AND/OR BCR-ABL POSITIVE; BLAST PHASE NOT IN HEMATOLOGIC, CYTOGENETIC, OR MOLECULAR REMISSION (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9126,Onc dx CML remission,"ONCOLOGY; DISEASE STATUS; CHRONIC MYELOGENOUS LEUKEMIA, LIMITED TO PHILADELPHIA CHROMOSOME POSITIVE AND/OR BCR-ABL POSITIVE; IN HEMATOLOGIC, CYTOGENETIC, OR MOLECULAR REMISSION (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9128,Onc dx multi myeloma stage I,"ONCOLOGY; DISEASE STATUS; LIMITED TO MULTIPLE MYELOMA, SYSTEMIC DISEASE; SMOLDERING, STAGE I (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9129,Onc dx mult myeloma stg2 hig,"ONCOLOGY; DISEASE STATUS; LIMITED TO MULTIPLE MYELOMA, SYSTEMIC DISEASE; STAGE II OR HIGHER (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9130,Onc dx multi myeloma unknown,"ONCOLOGY; DISEASE STATUS; LIMITED TO MULTIPLE MYELOMA, SYSTEMIC DISEASE; EXTENT OF DISEASE UNKNOWN, STAGING IN PROGRESS, OR NOT LISTED (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9131,Onc dx brst unknown NOS,"ONCOLOGY; DISEASE STATUS; INVASIVE FEMALE BREAST CANCER (DOES NOT INCLUDE DUCTAL CARCINOMA IN SITU); ADENOCARCINOMA AS PREDOMINANT CELL TYPE; EXTENT OF DISEASE UNKNOWN, STAGING IN PROGRESS, OR NOT LISTED (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9132,Onc dx prostate mets no cast,"ONCOLOGY; DISEASE STATUS; PROSTATE CANCER, LIMITED TO ADENOCARCINOMA; HORMONE-REFRACTORY/ANDROGEN-INDEPENDENT (E.G., RISING PSA ON ANTI-ANDROGEN THERAPY OR POST-ORCHIECTOMY); CLINICAL METASTASES (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9133,Onc dx prostate clinical met,"ONCOLOGY; DISEASE STATUS; PROSTATE CANCER, LIMITED TO ADENOCARCINOMA; HORMONE-RESPONSIVE; CLINICAL METASTASES OR M1 AT DIAGNOSIS (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9134,Onc NHLstg 1-2 no relap no,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN’S LYMPHOMA, ANY CELLULAR CLASSIFICATION; STAGE I, II AT DIAGNOSIS, NOT RELAPSED, NOT REFRACTORY (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9134,Onc nhlstg 1-2 no relap no,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA, ANY CELLULAR CLASSIFICATION; STAGE I, II AT DIAGNOSIS, NOT RELAPSED, NOT REFRACTORY (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9135,Onc dx NHL stg 3-4 not relap,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN’S LYMPHOMA, ANY CELLULAR CLASSIFICATION; STAGE III, IV, NOT RELAPSED, NOT REFRACTORY (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9135,Onc dx nhl stg 3-4 not relap,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA, ANY CELLULAR CLASSIFICATION; STAGE III, IV, NOT RELAPSED, NOT REFRACTORY (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9136,Onc dx NHL trans to lg Bcell,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN’S LYMPHOMA, TRANSFORMED FROM ORIGINAL CELLULAR DIAGNOSIS TO A SECOND CELLULAR CLASSIFICATION (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9136,Onc dx nhl trans to lg bcell,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA, TRANSFORMED FROM ORIGINAL CELLULAR DIAGNOSIS TO A SECOND CELLULAR CLASSIFICATION (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9137,Onc dx NHL relapse/refractor,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN’S LYMPHOMA, ANY CELLULAR CLASSIFICATION; RELAPSED/REFRACTORY (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9137,Onc dx nhl relapse/refractor,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA, ANY CELLULAR CLASSIFICATION; RELAPSED/REFRACTORY (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9138,Onc dx NHL stg unknown,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN’S LYMPHOMA, ANY CELLULAR CLASSIFICATION; DIAGNOSTIC EVALUATION, STAGE NOT DETERMINED, EVALUATION OF POSSIBLE RELAPSE OR NON-RESPONSE TO THERAPY, OR NOT LISTED (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9138,Onc dx nhl stg unknown,"ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA, ANY CELLULAR CLASSIFICATION; DIAGNOSTIC EVALUATION, STAGE NOT DETERMINED, EVALUATION OF POSSIBLE RELAPSE OR NON-RESPONSE TO THERAPY, OR NOT LISTED (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9139,Onc dx CML dx status unknown,"ONCOLOGY; DISEASE STATUS; CHRONIC MYELOGENOUS LEUKEMIA, LIMITED TO PHILADELPHIA CHROMOSOME POSITIVE AND/OR BCR-ABL POSITIVE; EXTENT OF DISEASE UNKNOWN, STAGING IN PROGRESS, NOT LISTED (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"
G9140,Frontier extended stay demo,"FRONTIER EXTENDED STAY CLINIC DEMONSTRATION; FOR A PATIENT STAY IN A CLINIC APPROVED FOR THE CMS DEMONSTRATION PROJECT; THE FOLLOWING MEASURES SHOULD BE PRESENT: THE STAY MUST BE EQUAL TO OR GREATER THAN 4 HOURS; WEATHER OR OTHER CONDITIONS MUST PREVENT TRANSFER OR THE CASE FALLS INTO A CATEGORY OF MONITORING AND OBSERVATION CASES THAT ARE PERMITTED BY THE RULES OF THE DEMONSTRATION; THERE IS A MAXIMUM FRONTIER EXTENDED STAY CLINIC (FESC) VISIT OF 48 HOURS, EXCEPT IN THE CASE WHEN WEATHER OR OTHER CONDITIONS PREVENT TRANSFER; PAYMENT IS MADE ON EACH PERIOD UP TO 4 HOURS, AFTER THE FIRST 4 HOURS"
G9143,Warfarin respon genetic test,"WARFARIN RESPONSIVENESS TESTING BY GENETIC TECHNIQUE USING ANY METHOD, ANY NUMBER OF SPECIMEN(S)"
G9147,Outpt IV insulin tx any mea,"OUTPATIENT INTRAVENOUS INSULIN TREATMENT (OIVIT) EITHER PULSATILE OR CONTINUOUS, BY ANY MEANS, GUIDED BY THE RESULTS OF MEASUREMENTS FOR: RESPIRATORY QUOTIENT; AND/OR, URINE UREA NITROGEN (UUN); AND/OR, ARTERIAL, VENOUS OR CAPILLARY GLUCOSE; AND/OR POTASSIUM CONCENTRATION"
G9148,Medical Home Level 1,NATIONAL COMMITTEE FOR QUALITY ASSURANCE - LEVEL 1 MEDICAL HOME
G9149,Medical Home Level II,NATIONAL COMMITTEE FOR QUALITY ASSURANCE - LEVEL 2 MEDICAL HOME
G9150,Medical Home Level III,NATIONAL COMMITTEE FOR QUALITY ASSURANCE - LEVEL 3 MEDICAL HOME
G9151,MAPCP demo state,MAPCP DEMONSTRATION - STATE PROVIDED SERVICES
G9152,MAPCP demo community,MAPCP DEMONSTRATION - COMMUNITY HEALTH TEAMS
G9153,MAPCP demo physician,MAPCP DEMONSTRATION - PHYSICIAN INCENTIVE POOL
G9156,Evaluation for wheelchair,EVALUATION FOR WHEELCHAIR REQUIRING FACE TO FACE VISIT WITH PHYSICIAN
G9157,Transesoph doppl cardiac mon,TRANSESOPHAGEAL DOPPLER USE FOR CARDIAC MONITORING
G9157,Transesoph doppl cardiac mon,"TRANSESOPHAGEAL DOPPLER MEASUREMENT OF CARDIAC OUTPUT (INCLUDING PROBE PLACEMENT, IMAGE ACQUISITION, AND INTERPRETATION PER COURSE OF TREATMENT) FOR MONITORING PURPOSES"
G9158,Motor speech D/C status,"MOTOR SPEECH FUNCTIONAL LIMITATION, DISCHARGE STATUS, AT DISCHARGE FROM THERAPY OR TO END REPORTING"
G9159,Lang comp current status,"SPOKEN LANGUAGE COMPREHENSION FUNCTIONAL LIMITATION, CURRENT STATUS AT THERAPY EPISODE OUTSET AND AT REPORTING INTERVALS"
G9160,Lang comp goal status,"SPOKEN LANGUAGE COMPREHENSION FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE FROM OR TO END REPORTING"
G9160,Lang comp goal status,"SPOKEN LANGUAGE COMPREHENSION FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE OR TO END REPORTING"
G9161,Lang comp D/C status,"SPOKEN LANGUAGE COMPREHENSION FUNCTIONAL LIMITATION, DISCHARGE STATUS, AT DISCHARGE FROM THERAPY OR TO END REPORTING"
G9162,Lang express current status,"SPOKEN LANGUAGE EXPRESSION FUNCTIONAL LIMITATION, CURRENT STATUS AT THERAPY EPISODE OUTSET AND AT REPORTING INTERVALS"
G9163,Lang express goal status,"SPOKEN LANGUAGE EXPRESSION FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE FROM OR TO END REPORTING"
G9163,Lang express goal status,"SPOKEN LANGUAGE EXPRESSION FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE OR TO END REPORTING"
G9164,Lang express D/C status,"SPOKEN LANGUAGE EXPRESSION FUNCTIONAL LIMITATION, DISCHARGE STATUS AT DISCHARGE FROM THERAPY OR TO END REPORTING"
G9165,Atten current status,"ATTENTION FUNCTIONAL LIMITATION, CURRENT STATUS AT THERAPY EPISODE OUTSET AND AT REPORTING INTERVALS"
G9166,Atten goal status,"ATTENTION FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE FROM OR TO END REPORTING"
G9166,Atten goal status,"ATTENTION FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE OR TO END REPORTING"
G9167,Atten D/C status,"ATTENTION FUNCTIONAL LIMITATION, DISCHARGE STATUS AT DISCHARGE FROM THERAPY OR TO END REPORTING"
G9168,Memory current status,"MEMORY FUNCTIONAL LIMITATION, CURRENT STATUS AT THERAPY EPISODE OUTSET AND AT REPORTING INTERVALS"
G9169,Memory goal status,"MEMORY FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE FROM OR TO END REPORTING"
G9169,Memory goal status,"MEMORY FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE OR TO END REPORTING"
G9170,Memory D/C status,"MEMORY FUNCTIONAL LIMITATION, DISCHARGE STATUS AT DISCHARGE FROM THERAPY OR TO END REPORTING"
G9171,Voice current status,"VOICE FUNCTIONAL LIMITATION, CURRENT STATUS AT THERAPY EPISODE OUTSET AND AT REPORTING INTERVALS"
G9172,Voice goal status,"VOICE FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE FROM OR TO END REPORTING"
G9172,Voice goal status,"VOICE FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE OR TO END REPORTING"
G9173,Voice D/C status,"VOICE FUNCTIONAL LIMITATION, DISCHARGE STATUS AT DISCHARGE FROM THERAPY OR TO END REPORTING"
G9174,Speech lang current status,"OTHER SPEECH LANGUAGE PATHOLOGY FUNCTIONAL LIMITATION, CURRENT STATUS AT THERAPY EPISODE OUTSET AND AT REPORTING INTERVALS"
G9175,Speech lang goal status,"OTHER SPEECH LANGUAGE PATHOLOGY FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE FROM OR TO END REPORTING"
G9175,Speech lang goal status,"OTHER SPEECH LANGUAGE PATHOLOGY FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE OR TO END REPORTING"
G9176,Speech lang D/C status,"OTHER SPEECH LANGUAGE PATHOLOGY FUNCTIONAL LIMITATION, DISCHARGE STATUS AT DISCHARGE FROM THERAPY OR TO END REPORTING"
G9186,Motor speech goal status,"MOTOR SPEECH FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE FROM OR TO END REPORTING"
G9186,Motor speech goal status,"MOTOR SPEECH FUNCTIONAL LIMITATION, PROJECTED GOAL STATUS AT THERAPY EPISODE OUTSET, AT REPORTING INTERVALS, AND AT DISCHARGE OR TO END REPORTING"
G9187,BPCI home visit,"BUNDLED PAYMENTS FOR CARE IMPROVEMENT INITIATIVE HOME VISIT FOR PATIENT ASSESSMENT PERFORMED BY A QUALIFIED HEALTH CARE PROFESSIONAL FOR INDIVIDUALS NOT CONSIDERED HOMEBOUND INCLUDING, BUT NOT LIMITED TO, ASSESSMENT OF SAFETY, FALLS, CLINICAL STATUS, FLUID STATUS, MEDICATION RECONCILIATION/MANAGEMENT, PATIENT COMPLIANCE WITH ORDERS/PLAN OF CARE, PERFORMANCE OF ACTIVITIES OF DAILY LIVING, APPROPRIATENESS OF CARE SETTING; (FOR USE ONLY IN THE MEIDCARE-APPROVED BUNDLED PAYMENTS FOR CARE IMPROVEMENT INITIATIVE); MAY NOT BE BILLED FOR A 30-DAY PERIOD COVERED BY A TRANSITIONAL CARE MANAGEMENT CODE"
G9188,Beta not given no reason,"BETA-BLOCKER THERAPY NOT PRESCRIBED, REASON NOT GIVEN"
G9189,Beta pres or already taking,BETA-BLOCKER THERAPY PRESCRIBED OR CURRENTLY BEING TAKEN
G9190,Medical reason for no beta,"DOCUMENTATION OF MEDICAL REASON(S) FOR NOT PRESCRIBING BETA-BLOCKER THERAPY (EG, ALLERGY, INTOLERANCE, OTHER MEDICAL REASONS)"
G9191,Pt reason for no beta,"DOCUMENTATION OF PATIENT REASON(S) FOR NOT PRESCRIBING BETA-BLOCKER THERAPY (EG, PATIENT DECLINED, OTHER PATIENT REASONS)"
G9192,System reason for no beta,"DOCUMENTATION OF SYSTEM REASON(S) FOR NOT PRESCRIBING BETA-BLOCKER THERAPY (EG, OTHER REASONS ATTRIBUTABLE TO THE HEALTH CARE SYSTEM)"
G9193,Doc not eligible for dep med,CLINICIAN DOCUMENTED THAT PATIENT WITH A DIAGNOSIS OF MAJOR DEPRESSION WAS NOT AN ELIGIBLE CANDIDATE FOR ANTIDEPRESSANT MEDICATION TREATMENT OR PATIENT DID NOT HAVE A DIAGNOSIS OF MAJOR DEPRESSION
G9194,Mdd pt treated for 180d,PATIENT WITH A DIAGNOSIS OF MAJOR DEPRESSION DOCUMENTED AS BEING TREATED WITH ANTIDEPRESSANT MEDICATION DURING THE ENTIRE 180 DAY (6 MONTH) CONTINUATION TREATMENT PHASE
G9195,Mdd pt not treated for 180d,PATIENT WITH A DIAGNOSIS OF MAJOR DEPRESSION NOT DOCUMENTED AS BEING TREATED WITH ANTIDEPRESSANT MEDICATION DURING THE ENTIRE 180 DAY (6 MONTHS) CONTINUATION TREATMENT PHASE
G9196,Med reason for no ceph,DOCUMENTATION OF MEDICAL REASON(S) FOR NOT ORDERING FIRST OR SECOND GENERATION CEPHALOSPORIN FOR ANTIMICROBIAL PROPHYLAXIS
G9196,Med reason for no ceph,"DOCUMENTATION OF MEDICAL REASON(S) FOR NOT ORDERING A FIRST OR SECOND GENERATION CEPHALOSPORIN FOR ANTIMICROBIAL PROPHYLAXIS (E.G., PATIENTS ENROLLED IN CLINICAL TRIALS, PATIENTS WITH DOCUMENTED INFECTION PRIOR TO SURGICAL PROCEDURE OF INTEREST, PATIENTS WHO WERE RECEIVING ANTIBIOTICS MORE THAN 24 HOURS PRIOR TO SURGERY [EXCEPT COLON SURGERY PATIENTS TAKING ORAL PROPHYLACTIC ANTIBIOTICS], PATIENTS WHO WERE RECEIVING ANTIBIOTICS WITHIN 24 HOURS PRIOR TO ARRIVAL [EXCEPT COLON SURGERY PATIENTS TAKING ORAL PROPHYLACTIC ANTIBIOTICS], OTHER MEDICAL REASON(S))"
G9197,Order for ceph,DOCUMENTATION OF ORDER FOR FIRST OR SECOND GENERATION CEPHALOSPORIN FOR ANTIMICROBIAL PROPHYLAXIS
G9198,No order for ceph no reason,"ORDER FOR FIRST OR SECOND GENERATION CEPHALOSPORIN FOR ANTIMICROBIAL PROPHYLAXIS WAS NOT DOCUMENTED, REASON NOT GIVEN"
G9199,Doc reason for no vte,"VENOUS THROMBOEMBOLISM (VTE) PROPHYLAXIS NOT ADMINISTERED THE DAY OF OR THE DAY AFTER HOSPITAL ADMISSION FOR DOCUMENTED REASONS (EG, PATIENT IS AMBULATORY, PATIENT EXPIRED DURING INPATIENT STAY, PATIENT ALREADY ON WARFARIN OR ANOTHER ANTICOAGULANT, OTHER MEDICAL REASON(S) OR EG, PATIENT LEFT AGAINST MEDICAL ADVICE, OTHER PATIENT REASON(S))"
G9200,No reason for no vte,"VENOUS THROMBOEMBOLISM (VTE) PROPHYLAXIS WAS NOT ADMINISTERED THE DAY OF OR THE DAY AFTER HOSPITAL ADMISSION, REASON NOT GIVEN"
G9201,Vte given upon admission,VENOUS THROMBOEMBOLISM (VTE) PROPHYLAXIS ADMINISTERED THE DAY OF OR THE DAY AFTER HOSPITAL ADMISSION
G9202,Hep c aby pos,PATIENTS WITH A POSITIVE HEPATITIS C ANTIBODY TEST
G9203,Hep c rna done prior to med,RNA TESTING FOR HEPATITIS C DOCUMENTED AS PERFORMED WITHIN 12 MONTHS PRIOR TO INITIATION OF ANTIVIRAL TREATMENT FOR HEPATITIS C
G9204,No reason for no hep c rna,"RNA TESTING FOR HEPATITIS C WAS NOT DOCUMENTED AS PERFORMED WITHIN 12 MONTHS PRIOR TO INITIATION OF ANTIVIRAL TREATMENT FOR HEPATITIS C, REASON NOT GIVEN"
G9205,Hep c antiviral started,PATIENT STARTING ANTIVIRAL TREATMENTFOR HEPATITIS C DURING THE MEASUREMENT PERIOD
G9206,Hep c therapy started,PATIENT STARTING ANTIVIRAL TREATMENT FOR HEPATITIS C DURING THE MEASUREMENT PERIOD
G9207,Hep c genotype prior to med,HEPATITIS C GENOTYPE TESTING DOCUMENTED AS PERFORMED WITHIN 12 MONTHS PRIOR TO INITIATION OF ANTIVIRAL TREATMENT FOR HEPATITIS C
G9208,No reason for no hep c geno,"HEPATITIS C GENOTYPE TESTING WAS NOT DOCUMENTED AS PERFORMED WITHIN 12 MONTHS PRIOR TO INITIATION OF ANTIVIRAL TREATMENT FOR HEPATITIS C, REASON NOT GIVEN"
G9209,Hep c rna 4to12 wk after med,HEPATITIS C QUANTITATIVE RNA TESTING DOCUMENTED AS PERFORMED BETWEEN 4-12 WEEKS AFTER THE INITIATION OF ANTIVIRAL TREATMENT
G9210,No hepc rna after med docrsn,"HEPATITIS C QUANTITATIVE RNA TESTING NOT PERFORMED BETWEEN 4-12 WEEKS AFTER THE INITIATION OF ANTIVIRAL TREATMENT FOR REASONS DOCUMENTED BY CLINICIAN (EG, PATIENTS WHOSE TREATMENT WAS DISCONTINUED DURING THE TESTING PERIOD PRIOR TO TESTING, OTHER MEDICAL REASONS, PATIENT DECLINED, OTHER PATIENT REASONS)"
G9210,No hepc rna after med docrsn,"HEPATITIS C QUANTITATIVE RNA TESTING NOT PERFORMED BETWEEN 4-12 WEEKS AFTER THE INITIATION OF ANTIVIRAL TREATMENT FOR DOCUMENTED REASON(S) (E.G., PATIENTS WHOSE TREATMENT WAS DISCONTINUED DURING THE TESTING PERIOD PRIOR TO TESTING, OTHER MEDICAL REASONS, PATIENT DECLINED, OTHER PATIENT REASONS)"
G9211,No hepc rna after med no rsn,"HEPATITIS C QUANTITATIVE RNA TESTING WAS NOT DOCUMENTED AS PERFORMED BETWEEN 4-12 WEEKS AFTER THE INITIATION OF ANTIVIRAL TREATMENT, REASON NOT GIVEN"
G9212,Doc of dsm-iv init eval,DSM-IVTM CRITERIA FOR MAJOR DEPRESSIVE DISORDER DOCUMENTED AT THE INITIAL EVALUATION
G9213,No doc of dsm-iv,"DSM-IV-TR CRITERIA FOR MAJOR DEPRESSIVE DISORDER NOT DOCUMENTED AT THE INITIAL EVALUATION, REASON NOT OTHERWISE SPECIFIED"
G9214,Cd4 count documented,CD4+ CELL COUNT OR CD4+ CELL PERCENTAGE RESULTS DOCUMENTED
G9215,No cd4 count no reason,"CD4+ CELL COUNT OR PERCENTAGE NOT DOCUMENTED AS PERFORMED, REASON NOT GIVEN"
G9216,No pcp proph at dx no reason,"PCP PROPHYLAXIS WAS NOT PRESCRIBED AT TIME OF DIAGNOSIS OF HIV, REASON NOT GIVEN"
G9217,No pcp proph low cd4 norsn,"PCP PROPHYLAXIS WAS NOT PRESCRIBED WITHIN 3 MONTHS OF LOW CD4+ CELL COUNT BELOW 200 CELLS/MM3, REASON NOT GIVEN"
G9218,No pcp prop low at cd4 norsn,"PCP PROPHYLAXIS WAS NOT PRESCRIBED WITHIN 3 MONTHS OFLOW CD4+ CELL COUNT BELOW 500 CELLS/MM3 OR A CD4 PERCENTAGE BELOW 15%, REASON NOT GIVEN"
G9219,No oder pjp for med reason,"PNEUMOCYSTIS JIROVECI PNEUMONIA PROPHYLAXIS NOT PRESCRIBED WITHIN 3 MONTHS OF LOW CD4+ CELL COUNT BELOW 200 CELLS/MM3 FOR MEDICAL REASON (I.E., PATIENT'S CD4+ CELL COUNT ABOVE THRESHOLD WITHIN 3 MONTHS AFTER CD4+ CELL COUNT BELOW THRESHOLD, INDICATING THAT THE PATIENT'S CD4+ LEVELS ARE WITHIN AN ACCEPTABLE RANGE AND THE PATIENT DOES NOT REQUIRE PCP PROPHYLAXIS)"
G9220,No order for pjp for medrsn,"PNEUMOCYSTIS JIROVECI PNEUMONIA PROPHYLAXIS NOT PRESCRIBED WITHIN 3 MONTHS OF LOW CD4+ CELL COUNT BELOW 500 CELLS/MM3 OR A CD4 PERCENTAGE BELOW 15% FOR MEDICAL REASON (I.E., PATIENT'S CD4+ CELL COUNT ABOVE THRESHOLD WITHIN 3 MONTHS AFTER CD4+ CELL COUNT BELOW THRESHOLD, INDICATING THAT THE PATIENT'S CD4+ LEVELS ARE WITHIN AN ACCEPTABLE RANGE AND THE PATIENT DOES NOT REQUIRE PCP PROPHYLAXIS)"
G9221,PJP proph prescribed,PNEUMOCYSTIS JIROVECI PNEUMONIA PROPHLAXIS PRESCRIBED
G9222,PJP proph ordered low cd4,PNEUMOCYSTIS JIROVECI PNEUMONIA PROPHYLAXIS PRESCRIBED WTHIN 3 MONTHS OF LOW CD4+ CELL COUNT BELOW 200 CELLS/MM3
G9223,PJP proph ordered cd4 low,PNEUMOCYSTIS JIROVECI PNEUMONIA PROPHYLAXIS PRESCRIBED WITHIN 3 MONTHS OF LOW CD4+ CELL COUNT BELOW 500 CELLS/MM3 OR A CD4 PERCENTAGE BELOW 15%
G9224,Medrsn no foot exam,"DOCUMENTATION OF MEDICAL REASON FOR NOT PERFORMING FOOT EXAM (E.G., PATIENT WITH BILATERAL FOOT/LEG AMPUTATION)"
G9225,Norsn no foot exam,"FOOT EXAM WAS NOT PERFORMED, REASON NOT GIVEN"
G9226,3 comp foot exam completed,"FOOT EXAMINATION PERFORMED (INCLUDES EXAMINATION THROUGH VISUAL INSPECTION, SENSORY EXAM WITH MONOFILAMENT, AND PULSE EXAM - REPORT WHEN ALL OF THE 3 COMPONENTS ARE COMPLETED)"
